Id Sankce,ID kontroly,Vyse pokuty,Zakon
52031,221203060251802,500,zak. 64/1986
52032,221203150251802,500,zak. 64/1986
52033,401203240550302,4000,zak. 634/1992
52034,401203240550301,1000,zak. 634/1992
52035,101108050022402,5000,zak. 634/1992
52036,101108230958202,5000,zak. 634/1992
52037,301203290702101,1000,zak. 634/1992
52038,211203290105301,1000,zak. 634/1992
52039,211203280104101,1000,zak. 634/1992
52040,211203280153501,1000,zak. 634/1992
52041,211203270104101,1000,zak. 634/1992
52042,211203270104102,1000,zak. 634/1992
52043,211203290153501,1000,zak. 634/1992
52044,211203270153501,1000,zak. 634/1992
52045,301203280700401,1000,zak. 634/1992
52046,271203290305001,1000,zak. 634/1992
52047,211203270153502,1000,zak. 64/1986
52048,211203290104101,1000,zak. 634/1992
52049,211203260154201,1000,zak. 634/1992
52050,251203210330101,500,zak. 634/1992
52051,211203270006701,2000,zak. 634/1992
52052,101203290052801,1000,zak. 634/1992
52053,211203230006702,1000,zak. 634/1992
52054,301203280711001,1000,zak. 634/1992
52055,211203270154202,1000,zak. 634/1992
52056,211203280018401,1000,zak. 634/1992
52057,211203270103501,1000,zak. 634/1992
52058,401203220551202,2000,zak. 22/1997
52059,241203260402801,500,zak. 64/1986
52060,271203290024101,500,zak. 64/1986
52061,211203280027301,500,zak. 64/1986
52062,401203230556602,1000,zak. 64/1986
52063,241203290401601,500,zak. 634/1992
52064,211201170010301,1000,zak. 634/1992
52065,271203290504202,500,zak. 64/1986
52066,241203120402801,1000,zak. 64/1986
52067,211203280154001,1000,zak. 64/1986
52068,251203270301601,1000,zak. 634/1992
52069,241203300406001,1000,zak. 102/2001
52070,211203290103501,1000,zak. 634/1992
52071,301203050704401,2000,zak. 634/1992
52072,211203280010301,1000,zak. 634/1992
52073,301203080800101,1000,zak. 634/1992
52074,301203050703801,3500,zak. 634/1992
52076,241202130402803,1000,zak. 634/1992
52080,211203290006701,1000,zak. 634/1992
52081,211202160153401,2000,zak. 634/1992
52082,271203290506101,500,zak. 634/1992
52083,211203290104001,1000,zak. 64/1986
52084,211203270015101,1000,zak. 634/1992
52085,241203260405902,500,zak. 64/1986
52086,211203230153401,1000,zak. 634/1992
52087,401203200556603,1000,zak. 634/1992
52088,241203060027901,1000,zak. 634/1992
52089,211203290015101,1000,zak. 64/1986
52090,211203290153401,2000,zak. 634/1992
52091,241203280405902,500,zak. 64/1986
52092,211203290015102,1000,zak. 634/1992
52093,211203260153401,1000,zak. 64/1986
52094,401203200556601,1000,zak. 634/1992
52095,211203280015102,1000,zak. 634/1992
52096,241203270405901,500,zak. 64/1986
52097,211203290104401,1000,zak. 634/1992
52098,251203260330102,500,zak. 64/1986
52099,211201250106101,1000,zak. 634/1992
52100,211203280150701,500,zak. 64/1986
52101,301203230702801,1000,zak. 634/1992
52102,301203269808902,1000,zak. 634/1992
52103,241203220405601,1000,zak. 22/1997
52104,301203219808902,1000,zak. 634/1992
52105,301203280012801,1000,zak. 634/1992
52106,101203290023001,2000,zak. 634/1992
52107,401203240556402,1000,zak. 64/1986
52108,271203290506701,1000,zak. 634/1992
52109,301203280701801,1000,zak. 634/1992
52111,271203260306801,1000,zak. 634/1992
52112,301203210017502,1000,zak. 64/1986
52113,271203230501801,1000,zak. 634/1992
52114,241203210405401,1000,zak. 634/1992
52115,301203280017501,1000,zak. 64/1986
52116,271203230501802,1000,zak. 64/1986
52117,241203260401101,500,zak. 64/1986
52118,301203270017501,1000,zak. 634/1992
52119,271203270501801,1000,zak. 634/1992
52120,301203230703201,1000,zak. 634/1992
52121,271203290305201,1500,zak. 64/1986
52122,221203290203301,1000,zak. 64/1986
52123,301203280703201,1000,zak. 634/1992
52124,221203250203301,2000,zak. 634/1992
52125,221203250203302,500,zak. 64/1986
52126,401203220556402,1000,zak. 64/1986
52127,271203290501802,500,zak. 634/1992
52128,401203220556403,1000,zak. 64/1986
52129,401203210556402,1000,zak. 64/1986
52130,401203220557601,1000,zak. 634/1992
52131,301203090802201,1000,zak. 634/1992
52133,221203289015401,1000,zak. 634/1992
52134,221203280251101,1000,zak. 634/1992
52135,221203280251102,1000,zak. 634/1992
52136,221203290251301,1000,zak. 64/1986
52137,221203280251301,1000,zak. 634/1992
52138,221203270251302,1000,zak. 634/1992
52139,221203260253601,500,zak. 64/1986
52140,221203260252201,1000,zak. 634/1992
52141,221203270252201,1000,zak. 634/1992
52142,221203280252202,1000,zak. 634/1992
52143,221203280252203,1000,zak. 634/1992
52144,221203290203701,1000,zak. 64/1986
52145,221203290205603,5000,zak. 634/1992
52146,221203290020901,2000,zak. 64/1986
52147,221203280251801,1000,zak. 634/1992
52148,221203280251802,500,zak. 64/1986
52149,221203290250201,1000,zak. 634/1992
52150,221203260250201,1000,zak. 634/1992
52151,221203280016902,1000,zak. 634/1992
52152,221203270016901,1000,zak. 634/1992
52153,221203280023901,1000,zak. 634/1992
52154,221203280025002,1000,zak. 64/1986
52155,221202270203701,2000,zak. 634/1992
52156,251201300028304,10000,zak. 634/1992
52157,251202170015202,2000,zak. 634/1992
52158,251202270301601,5000,zak. 634/1992
52159,251202170054701,2000,zak. 634/1992
52160,251202240331501,2000,zak. 634/1992
52161,251112200024301,1000,zak. 634/1992
52162,251203070009801,10000,zak. 634/1992
52163,401203280558101,1000,zak. 634/1992
52164,251202160004701,4000,zak. 634/1992
52165,251202290026801,5000,zak. 634/1992
52166,251202280024201,1000,zak. 634/1992
52167,401203270552401,1000,zak. 634/1992
52169,311203270604101,1000,zak. 634/1992
52170,251203080331502,2000,zak. 634/1992
52171,271202020024101,1000,zak. 634/1992
52172,271202280308801,1000,zak. 634/1992
52173,311203270605101,1000,zak. 634/1992
52174,401203270555603,1000,zak. 64/1986
52175,271112120019601,5000,zak. 634/1992
52177,271202100501801,2000,zak. 634/1992
52178,271202170006301,1000,zak. 634/1992
52180,401203270557101,1000,zak. 634/1992
52181,271202100308701,2000,zak. 634/1992
52182,271201060506702,4000,zak. 634/1992
52183,271112130504201,3000,zak. 634/1992
52184,101202082036701,3000,zak. 634/1992
52185,101111148955901,1000,zak. 22/1997
52186,311203270024701,1000,zak. 634/1992
52187,401203200558301,3000,zak. 634/1992
52188,101112060905704,850000,zak. 311/2006
52189,101203058808801,3000,zak. 22/1997
52190,301203210014201,1000,zak. 634/1992
52191,101111250905702,80000,zak. 311/2006
52192,401203290602501,1000,zak. 64/1986
52193,301203120022101,5000,zak. 634/1992
52194,301203060013801,3000,zak. 634/1992
52195,301203070013801,2500,zak. 634/1992
52196,301203050013802,2500,zak. 634/1992
52198,301202080022204,300000,zak. 311/2006
52199,311203280014601,1000,zak. 634/1992
52200,101112050905701,60000,zak. 311/2006
52201,271203260024101,500,zak. 64/1986
52202,401203280556601,1000,zak. 634/1992
52203,311106070604701,10000,zak. 634/1992
52204,401202140555601,1000,zak. 634/1992
52205,101108030022401,5000,zak. 634/1992
52206,401203280558402,1000,zak. 64/1986
52207,101108050010201,5000,zak. 634/1992
52208,401203160558402,1000,zak. 634/1992
52209,311203220604701,1000,zak. 64/1986
52210,101108020958201,2000,zak. 634/1992
52211,311203210604701,1000,zak. 634/1992
52212,211201190009902,1000,zak. 634/1992
52213,211204020019901,500,zak. 64/1986
52214,101203280912702,1000,zak. 64/1986
52215,251204020054701,1000,zak. 634/1992
52216,311203280604501,1000,zak. 64/1986
52217,311203200600201,1000,zak. 634/1992
52218,101203290912702,2000,zak. 634/1992
52219,311203200014601,1000,zak. 634/1992
52220,301204020009001,2000,zak. 634/1992
52221,311203210014601,1500,zak. 64/1986
52222,311203220014601,1000,zak. 64/1986
52223,311203230604301,1000,zak. 22/1997
52224,311203050604301,1000,zak. 64/1986
52225,311203200024701,1000,zak. 634/1992
52226,311203210024701,1000,zak. 634/1992
52227,311203220024701,1000,zak. 64/1986
52228,311203210601801,1000,zak. 634/1992
52229,311203220601801,1000,zak. 634/1992
52230,101106240904901,90000,zak. 634/1992
52231,101204020912701,1000,zak. 64/1986
52232,101203050009402,1000,zak. 634/1992
52233,311203200604501,1000,zak. 64/1986
52235,311203210604501,1000,zak. 634/1992
52236,301202220012301,10000,zak. 552/1991
52237,311203230604501,1000,zak. 64/1986
52238,101202230912702,4000,zak. 634/1992
52239,101107110019801,2000,zak. 634/1992
52240,101107270904702,2000,zak. 634/1992
52241,311203200602001,1000,zak. 64/1986
52242,311203220602001,1000,zak. 64/1986
52243,101203280912701,1000,zak. 634/1992
52244,101203280912703,2000,zak. 634/1992
52245,221203290025003,1000,zak. 634/1992
52246,101203260953201,2000,zak. 634/1992
52247,101203240953202,500,zak. 634/1992
52248,301204020702101,1000,zak. 634/1992
52249,301204030702101,1000,zak. 634/1992
52250,211201240104901,3000,zak. 634/1992
52251,211202150154001,2000,zak. 64/1986
52252,211202150154001,6000,zak. 634/1992
52253,211202070019901,4000,zak. 634/1992
52254,211201200105301,3000,zak. 634/1992
52255,211203220154001,2000,zak. 634/1992
52256,301203010703801,130000,zak. 634/1992
52257,211203090154002,2000,zak. 634/1992
52258,301204020704101,1000,zak. 634/1992
52259,211203020105302,3000,zak. 634/1992
52260,301203010703801,60000,zak. 145/2010
52261,301203050703602,3000,zak. 634/1992
52262,301202230805501,5000,zak. 634/1992
52263,211202030104902,5000,zak. 634/1992
52264,211202240154201,37000,zak. 634/1992
52270,211112130006701,3000,zak. 634/1992
52271,211203150027302,2000,zak. 64/1986
52272,211203150027302,4000,zak. 634/1992
52273,211203070019901,3000,zak. 634/1992
52274,311203090604101,1000,zak. 64/1986
52275,271204020305001,1000,zak. 22/1997
52276,311203130604101,1000,zak. 22/1997
52277,301204030703201,1000,zak. 634/1992
52278,101107140019802,8000,zak. 634/1992
52279,101202200905703,50000,zak. 311/2006
52280,241204020405301,1000,zak. 634/1992
52281,101107250911201,4000,zak. 634/1992
52282,301204020701801,1000,zak. 634/1992
52283,101107270911902,1000,zak. 634/1992
52284,101107280013402,5000,zak. 634/1992
52285,401204040556802,1000,zak. 634/1992
52286,251204040331501,1000,zak. 634/1992
52287,251204020015201,1000,zak. 634/1992
52288,211204030010301,1000,zak. 634/1992
52289,101108291015202,3000,zak. 634/1992
52290,101108090913002,3000,zak. 634/1992
52291,301204040013801,2000,zak. 634/1992
52292,301204040013801,1000,zak. 64/1986
52293,251204040054701,1000,zak. 634/1992
52294,251204020301601,1000,zak. 64/1986
52295,301203060006401,3000,zak. 634/1992
52296,301203130704101,2000,zak. 634/1992
52297,301203130013801,2000,zak. 634/1992
52298,301203010017501,2000,zak. 634/1992
52299,301202100809202,5000,zak. 634/1992
52300,101108080009402,500,zak. 634/1992
52301,101108150950501,3000,zak. 634/1992
52302,101108240010201,1000,zak. 634/1992
52303,251204020330101,3000,zak. 634/1992
52304,251204040028301,1000,zak. 634/1992
52305,251204050054701,1000,zak. 64/1986
52306,101203131015201,2000,zak. 634/1992
52307,101203018704501,1000,zak. 22/1997
52308,251204030008901,500,zak. 634/1992
52309,241203280405301,500,zak. 64/1986
52310,241203270401601,3000,zak. 64/1986
52311,241203080401601,500,zak. 64/1986
52312,241203200405302,2000,zak. 634/1992
52313,101204059021301,2000,zak. 22/1997
52314,101203121015202,3000,zak. 22/1997
52315,241203260405901,5000,zak. 145/2010
52316,301204050022001,2000,zak. 634/1992
52318,241204050403801,1000,zak. 634/1992
52319,241204050401801,3000,zak. 634/1992
52320,241204020405602,500,zak. 64/1986
52321,241204030405602,500,zak. 64/1986
52322,241204050405601,500,zak. 22/1997
52323,211203130106101,1000,zak. 634/1992
52324,241204030400601,1000,zak. 634/1992
52325,101112088808801,1000,zak. 22/1997
52326,311202150604101,2000,zak. 64/1986
52327,311202010605806,3000,zak. 64/1986
52328,311202090604101,7000,zak. 634/1992
52329,311202030605101,5000,zak. 634/1992
52330,311201300014601,2000,zak. 634/1992
52331,311112130550603,3000,zak. 634/1992
52332,311202100604101,2000,zak. 634/1992
52333,311202140550601,1000,zak. 634/1992
52334,311202100014601,2000,zak. 634/1992
52335,401203220013002,1000,zak. 22/1997
52336,311202280601801,3000,zak. 634/1992
52337,311202070605701,15000,zak. 145/2010
52338,211204020009901,2500,zak. 634/1992
52339,401204050552402,2000,zak. 634/1992
52340,401204050556603,1000,zak. 64/1986
52341,401204020556602,1000,zak. 64/1986
52342,301204040009001,1000,zak. 64/1986
52343,211204070153502,2000,zak. 634/1992
52344,211204070104101,2000,zak. 634/1992
52345,211204020154201,1000,zak. 634/1992
52346,211204040104102,1000,zak. 634/1992
52347,101204040912703,1000,zak. 634/1992
52348,211204070104102,2000,zak. 634/1992
52349,241201060406001,1000,zak. 634/1992
52350,211204070153501,1000,zak. 634/1992
52351,211204040154201,1000,zak. 64/1986
52352,211204020153501,1000,zak. 634/1992
52353,241204020406001,1000,zak. 634/1992
52354,211204020104101,1000,zak. 634/1992
52355,211204030006701,1000,zak. 634/1992
52356,211204050154202,1000,zak. 634/1992
52357,211204040153502,1000,zak. 634/1992
52358,211204040006701,500,zak. 64/1986
52359,401204050558101,1000,zak. 64/1986
52360,211204040009901,1500,zak. 64/1986
52361,221204030203702,1000,zak. 64/1986
52362,241204030406001,1500,zak. 22/1997
52363,211204030103501,1000,zak. 634/1992
52364,211204050010301,1000,zak. 634/1992
52365,301204030700401,1000,zak. 634/1992
52366,211204030104401,1000,zak. 634/1992
52367,211204040009902,2000,zak. 64/1986
52368,211204040103502,1000,zak. 634/1992
52369,211204030027302,1000,zak. 634/1992
52370,211203230104901,1000,zak. 634/1992
52371,211204040104401,1000,zak. 634/1992
52372,211204070103501,1000,zak. 634/1992
52373,271203190309501,1000,zak. 22/1997
52374,211204070103502,1000,zak. 634/1992
52375,401204020556401,1000,zak. 64/1986
52376,211204030104002,1000,zak. 634/1992
52377,211204060104401,500,zak. 64/1986
52378,401204020556403,1000,zak. 64/1986
52379,211204040153401,1000,zak. 64/1986
52380,401204030556403,2000,zak. 634/1992
52381,211204040152001,2000,zak. 634/1992
52382,211203220153401,1000,zak. 634/1992
52383,271204040309202,1000,zak. 634/1992
52384,211204070104401,1000,zak. 634/1992
52385,211204050006701,2000,zak. 634/1992
52386,401204020557801,1000,zak. 634/1992
52387,211204030151201,500,zak. 64/1986
52388,271204050309201,1000,zak. 634/1992
52389,211204060152001,1000,zak. 64/1986
52390,401204030602501,1000,zak. 64/1986
52391,401204040602503,1000,zak. 64/1986
52392,211204030306402,2000,zak. 634/1992
52393,401204050602503,1000,zak. 22/1997
52394,211204030018401,1000,zak. 634/1992
52395,211204050151201,1000,zak. 634/1992
52396,271204040308801,500,zak. 64/1986
52397,211204020015101,1000,zak. 634/1992
52398,211204060306401,1000,zak. 634/1992
52399,271204060005101,500,zak. 634/1992
52400,211204050015101,1000,zak. 634/1992
52401,271204060005102,500,zak. 634/1992
52402,211204060015102,1000,zak. 64/1986
52403,271204060005103,500,zak. 634/1992
52404,211204030019901,2000,zak. 634/1992
52405,211204030154001,1000,zak. 634/1992
52406,211204040019901,1000,zak. 634/1992
52407,311202140601801,4000,zak. 634/1992
52409,311202220024701,1000,zak. 634/1992
52410,311112140604301,2000,zak. 634/1992
52412,311202290604701,2000,zak. 634/1992
52413,311202160014601,2000,zak. 634/1992
52414,311202010024701,2000,zak. 634/1992
52415,401204020803701,1000,zak. 64/1986
52416,311202160601801,2000,zak. 64/1986
52417,401204050013001,1000,zak. 22/1997
52418,401204030555602,1000,zak. 22/1997
52419,401204040555601,1000,zak. 64/1986
52420,401204050557302,1000,zak. 64/1986
52421,401203140551201,1000,zak. 22/1997
52422,401204030557602,1000,zak. 634/1992
52423,401204020557601,1000,zak. 634/1992
52424,101203240152802,1000,zak. 634/1992
52425,301203130702101,2000,zak. 634/1992
52426,301204050006401,1000,zak. 634/1992
52427,211204060009901,2000,zak. 634/1992
52428,271204040308702,1000,zak. 64/1986
52429,241202150406003,1500,zak. 634/1992
52430,271204100305001,1000,zak. 22/1997
52432,251204060024201,1000,zak. 634/1992
52433,241204080400901,1000,zak. 634/1992
52434,101108010022402,8000,zak. 634/1992
52435,271204030024601,1000,zak. 634/1992
52436,301204020808101,1000,zak. 634/1992
52437,301204050808101,2000,zak. 634/1992
52438,301204100808101,1000,zak. 64/1986
52439,101204100955501,1000,zak. 634/1992
52440,101204070052702,1000,zak. 634/1992
52441,311201130604101,10000,zak. 22/1997
52442,311201130604101,3000,zak. 634/1992
52443,271112220506701,1000,zak. 22/1997
52444,311201260601801,30000,zak. 634/1992
52445,101204050028901,500,zak. 64/1986
52447,271204060501801,500,zak. 634/1992
52448,101203130950501,3000,zak. 634/1992
52449,101204070052604,1000,zak. 634/1992
52450,101203230950501,2000,zak. 634/1992
52451,101106210015701,20000,zak. 634/1992
52452,311204040014601,1000,zak. 634/1992
52453,311204030014601,1000,zak. 634/1992
52454,311204020014601,1000,zak. 634/1992
52455,311204020604301,1000,zak. 22/1997
52456,251204110054701,1000,zak. 634/1992
52457,221204040023901,2000,zak. 634/1992
52458,301201260022001,2000,zak. 634/1992
52459,301203270704402,2000,zak. 634/1992
52460,251204110024201,1000,zak. 634/1992
52461,221204050023902,500,zak. 64/1986
52462,221204040203701,1000,zak. 634/1992
52463,221204020203701,1000,zak. 634/1992
52464,221203190020802,4000,zak. 634/1992
52465,301204100701801,1000,zak. 64/1986
52466,301204060014301,1000,zak. 634/1992
52467,301203160703801,10000,zak. 145/2010
52468,301203070012801,2500,zak. 634/1992
52469,301203270009001,2000,zak. 634/1992
52470,301203290006402,1000,zak. 634/1992
52471,301204050702101,1000,zak. 634/1992
52472,101203130015701,3000,zak. 634/1992
52473,301204060702101,1000,zak. 634/1992
52474,301204100702101,2000,zak. 634/1992
52475,301204050704101,1000,zak. 634/1992
52476,301204060704101,1000,zak. 634/1992
52477,301204100704101,1000,zak. 634/1992
52478,221203081000101,5000,zak. 64/1986
52479,221204060203501,1000,zak. 634/1992
52480,221204050203701,500,zak. 64/1986
52481,271204020506101,1000,zak. 22/1997
52482,401201030558301,3000,zak. 634/1992
52483,271202060506101,500,zak. 634/1992
52484,401201250552401,1000,zak. 634/1992
52485,401201200557302,2000,zak. 102/2001
52486,401112140557604,1000,zak. 634/1992
52487,401202010803702,5000,zak. 634/1992
52488,401201240557301,1000,zak. 634/1992
52489,401201030551201,1000,zak. 634/1992
52490,401202030552402,2000,zak. 64/1986
52491,401201200602503,1000,zak. 634/1992
52492,401201240557601,2000,zak. 477/2001
52493,401201200803701,2000,zak. 634/1992
52495,401201180558401,25000,zak. 634/1992
52496,401201260558301,2000,zak. 64/1986
52497,401201130555603,2000,zak. 64/1986
52498,401201090004501,80000,zak. 311/2006
52499,211204120104101,1000,zak. 64/1986
52500,211204110153501,1000,zak. 634/1992
52501,211204110105302,500,zak. 64/1986
52502,251204120015202,1000,zak. 64/1986
52503,211204110154201,1000,zak. 64/1986
52504,101203128603201,1000,zak. 22/1997
52505,101204118603201,2000,zak. 22/1997
52506,211204110153401,500,zak. 64/1986
52507,241204110405901,1000,zak. 634/1992
52508,241204080027901,1000,zak. 634/1992
52509,211204120153401,1000,zak. 634/1992
52510,311202160602001,3000,zak. 634/1992
52511,241204100027901,500,zak. 64/1986
52512,311202210605901,1000,zak. 634/1992
52514,311202210605901,3000,zak. 102/2001
52515,241202280027901,1000,zak. 634/1992
52516,311202160605701,2000,zak. 634/1992
52517,311202210605801,3000,zak. 102/2001
52520,211204120103501,1000,zak. 64/1986
52521,311202240602901,3000,zak. 634/1992
52522,211204120104901,1000,zak. 634/1992
52524,311202140024701,2000,zak. 634/1992
52525,311202220604101,1000,zak. 634/1992
52526,211204120018401,1000,zak. 634/1992
52527,251204120301601,500,zak. 64/1986
52528,211204110027301,1000,zak. 634/1992
52529,251204110301601,500,zak. 634/1992
52531,101203208105201,10000,zak. 22/1997
52532,251204120054701,1000,zak. 634/1992
52533,221204110020801,1000,zak. 634/1992
52534,301203140013801,10000,zak. 634/1992
52535,301203270009002,30000,zak. 552/1991
52536,301203270009003,30000,zak. 552/1991
52537,301203200009001,5000,zak. 22/1997
52539,301203060704401,3500,zak. 22/1997
52540,251204120330101,2000,zak. 634/1992
52541,251204060024301,500,zak. 64/1986
52542,211204120006701,1000,zak. 634/1992
52543,211204110154001,1000,zak. 64/1986
52544,251204120008901,1000,zak. 634/1992
52545,101108290911902,3000,zak. 634/1992
52546,101111218550101,25000,zak. 22/1997
52547,101107200052601,15000,zak. 634/1992
52548,101106260955501,5000,zak. 634/1992
52549,101106260021804,10000,zak. 634/1992
52550,241204110405602,500,zak. 64/1986
52551,101107250950501,10000,zak. 634/1992
52552,241204120405602,500,zak. 64/1986
52553,241203200401101,500,zak. 634/1992
52554,301203260805502,5000,zak. 634/1992
52555,271204040506501,2000,zak. 634/1992
52556,211204110150701,1000,zak. 634/1992
52557,241204120401101,500,zak. 634/1992
52558,101108020904702,10000,zak. 634/1992
52559,241204050401101,1000,zak. 634/1992
52560,101110258603201,5000,zak. 22/1997
52561,101108290958201,30000,zak. 634/1992
52562,241204120028002,500,zak. 64/1986
52563,301204030703401,2000,zak. 634/1992
52564,301204020704401,1000,zak. 634/1992
52565,301204120702101,1000,zak. 634/1992
52566,251203200331501,5000,zak. 634/1992
52567,251203060007501,10000,zak. 634/1992
52568,251203080054701,1000,zak. 634/1992
52569,251203070301601,1000,zak. 634/1992
52570,251202280028301,4000,zak. 634/1992
52571,251202210028301,5000,zak. 634/1992
52572,301204129808902,1000,zak. 634/1992
52573,301204130703402,1000,zak. 64/1986
52574,251203060024201,1000,zak. 64/1986
52575,251202280009801,1000,zak. 634/1992
52576,251203050054701,3000,zak. 634/1992
52577,251203140015202,1000,zak. 634/1992
52578,301204110700401,1000,zak. 634/1992
52579,251202010009801,50000,zak. 634/1992
52580,301204120009001,1000,zak. 634/1992
52581,301204120704102,1000,zak. 634/1992
52582,221204120023902,1000,zak. 64/1986
52583,221204120023902,1000,zak. 634/1992
52584,301204110700402,1000,zak. 64/1986
52585,271204130005101,1000,zak. 634/1992
52586,271203230024601,1000,zak. 634/1992
52587,271203130021001,4000,zak. 634/1992
52588,271202020506701,1000,zak. 634/1992
52589,271203230016801,3000,zak. 634/1992
52590,271201170506701,1000,zak. 634/1992
52591,221204030020902,1000,zak. 634/1992
52592,271203060305001,2000,zak. 22/1997
52593,301204130014301,1000,zak. 64/1986
52594,271203150506102,1000,zak. 22/1997
52595,271203140019601,1000,zak. 634/1992
52596,221204040020901,2000,zak. 64/1986
52597,271202200504901,1000,zak. 22/1997
52598,271112080504201,5000,zak. 634/1992
52599,271204120019602,1000,zak. 634/1992
52600,221204110020901,1500,zak. 64/1986
52601,301204020800101,1000,zak. 634/1992
52602,271201300308901,5000,zak. 22/1997
52603,271202280504901,2000,zak. 22/1997
52604,271201050016301,1500,zak. 634/1992
52605,301204020800102,4000,zak. 634/1992
52606,241204100403802,1000,zak. 634/1992
52607,101108290152801,20000,zak. 634/1992
52608,301204130703201,1000,zak. 634/1992
52609,301204040800101,1000,zak. 634/1992
52610,221204120203501,1000,zak. 634/1992
52611,101107280955502,5000,zak. 634/1992
52612,241201050028001,13000,zak. 634/1992
52613,241111290401801,3000,zak. 634/1992
52614,301204110800101,2000,zak. 634/1992
52615,241110210405601,4000,zak. 634/1992
52616,221204050250502,1000,zak. 634/1992
52617,221204050250501,1000,zak. 634/1992
52618,221204020250501,1000,zak. 634/1992
52619,221204050253802,1000,zak. 634/1992
52620,221204050253801,1000,zak. 634/1992
52621,221204100253801,1000,zak. 634/1992
52622,301204040702801,1000,zak. 634/1992
52623,301204100702801,1000,zak. 634/1992
52624,101107280955501,6000,zak. 634/1992
52625,301204110702801,1000,zak. 634/1992
52626,301204100017501,1000,zak. 64/1986
52627,301204130702801,1000,zak. 64/1986
52628,101108281015201,4000,zak. 634/1992
52629,401204130556802,1000,zak. 634/1992
52630,301204130807101,1000,zak. 64/1986
52631,271204110308701,1000,zak. 634/1992
52632,301204120807101,3000,zak. 634/1992
52633,301204050022101,1000,zak. 634/1992
52634,401204150556802,1000,zak. 64/1986
52635,401204150556802,3000,zak. 634/1992
52636,221204100252201,1000,zak. 634/1992
52637,301204050809201,1000,zak. 634/1992
52638,301204110809202,1000,zak. 64/1986
52639,221204060252202,1000,zak. 634/1992
52640,221204060252201,1000,zak. 634/1992
52641,221204050252201,1000,zak. 64/1986
52642,301204100703801,1000,zak. 634/1992
52643,301204110703801,2000,zak. 634/1992
52644,221204030252202,1000,zak. 634/1992
52645,301204130703601,1000,zak. 634/1992
52646,221204020252201,1000,zak. 634/1992
52647,221204020251301,1000,zak. 634/1992
52648,251203090015202,10000,zak. 552/1991
52649,221204050251301,1000,zak. 634/1992
52650,221204040251301,2000,zak. 634/1992
52651,221204050251402,1000,zak. 634/1992
52652,301204060711001,1000,zak. 634/1992
52653,211204160009901,1000,zak. 634/1992
52654,241112200405301,25000,zak. 634/1992
52655,221204110251801,1000,zak. 22/1997
52657,251204160331501,1000,zak. 634/1992
52658,301204110013801,2000,zak. 634/1992
52659,301204020013801,3000,zak. 634/1992
52660,221204030251802,500,zak. 64/1986
52661,211203010010301,1000,zak. 634/1992
52662,401204110557102,1000,zak. 634/1992
52663,311204130014601,1000,zak. 634/1992
52664,401204120552401,1000,zak. 634/1992
52665,311204120014601,1000,zak. 634/1992
52666,311204110014601,1000,zak. 64/1986
52667,401204110552401,2000,zak. 634/1992
52668,311204130605701,1000,zak. 64/1986
52669,401204100557801,1000,zak. 634/1992
52670,311204130024701,1000,zak. 634/1992
52671,311204110024701,1000,zak. 634/1992
52672,221204020251101,3000,zak. 22/1997
52673,311204150605301,2000,zak. 634/1992
52674,101108100904702,20000,zak. 22/1997
52675,221204050251102,1000,zak. 634/1992
52676,311204110605901,2000,zak. 634/1992
52677,221204050251101,1000,zak. 634/1992
52678,221204050254502,1000,zak. 634/1992
52679,311204120604501,1000,zak. 634/1992
52680,311204110604501,1000,zak. 64/1986
52681,401204130556603,1000,zak. 634/1992
52682,221204050254501,1000,zak. 64/1986
52683,401204150556602,2000,zak. 634/1992
52684,221204120250201,1000,zak. 634/1992
52685,401204150550302,1000,zak. 634/1992
52686,311204050600201,1000,zak. 634/1992
52687,311204030604501,1000,zak. 64/1986
52688,101202019154601,9000,zak. 22/1997
52689,311204050601801,1000,zak. 64/1986
52690,301203260014201,3000,zak. 634/1992
52691,301203050703201,4000,zak. 22/1997
52692,301203290703602,2000,zak. 634/1992
52693,301203210012801,7000,zak. 634/1992
52694,301204030013801,2000,zak. 634/1992
52696,301203260704101,10000,zak. 634/1992
52697,301204030022201,3500,zak. 634/1992
52698,311204040024701,1000,zak. 64/1986
52699,301203230012801,1000,zak. 634/1992
52700,301204120808101,1000,zak. 634/1992
52701,101203139154601,4000,zak. 22/1997
52702,241204100400901,1000,zak. 634/1992
52703,401204100555601,1000,zak. 634/1992
52704,401204120555602,1000,zak. 634/1992
52705,401204150555602,2000,zak. 634/1992
52706,301203200701801,10000,zak. 634/1992
52707,401204110555602,1000,zak. 22/1997
52709,101108140958201,56000,zak. 634/1992
52711,211204170105302,2000,zak. 634/1992
52712,221204110250201,1000,zak. 634/1992
52713,271204120305001,2000,zak. 634/1992
52714,211204150103501,1000,zak. 634/1992
52715,221204100250201,1000,zak. 634/1992
52716,221204050250202,1000,zak. 634/1992
52717,221204030250201,2000,zak. 634/1992
52718,271204170305001,1000,zak. 22/1997
52719,301204040022201,2000,zak. 634/1992
52720,221204020250202,1000,zak. 634/1992
52721,221204020250201,1000,zak. 634/1992
52722,221204120253601,1000,zak. 22/1997
52723,101204048015901,3000,zak. 22/1997
52724,221204030253601,1000,zak. 634/1992
52725,301204130022201,1000,zak. 634/1992
52726,271204110309501,500,zak. 64/1986
52727,221204040252601,1000,zak. 102/2001
52728,221204030252601,1000,zak. 22/1997
52729,271203220309501,1000,zak. 22/1997
